airportname,latitude,longitude,count
El Plumerillo,-32.831717,-68.792856,7
El Salvador Intl,13.440947,-89.055728,41
El Tari,-10.171583,123.671136,6
El Tepual Intl,-41.438886,-73.093953,6
Elazig,38.606925,39.291417,3
Eldorado Intl,4.701594,-74.146947,130
Eldoret Intl,0.404458,35.238928,1
Eleftherios Venizelos Intl,37.936358,23.944467,145
Elim Airport,64.615,-162.270556,3
Elmas,39.251469,9.054283,33
Elmira Corning Rgnl,42.159889,-76.891611,1
Emelyanovo,56.18,92.475,31
Emmonak Airport,62.786111,-164.490833,2
Enfidha - Zine El Abidine Ben Ali International Airport,36.075833,10.438611,33
Enrique Malek Intl,8.391003,-82.434992,1
Entebbe Intl,0.042386,32.443503,11
Entzheim,48.538319,7.628233,19
Enugu,6.474272,7.561961,1
Eppley Afld,41.303167,-95.894069,23
Erbil Intl,36.237611,43.963158,10
Ercan International Airport,35.1547,33.4961,10
Erechim Airport,-27.6619,-52.2683,1
Erfurt,50.979811,10.958106,5
Erhac,38.435347,38.091006,1
Erkilet,38.770386,35.495428,4
Ernesto Cortissoz,10.889589,-74.780819,5
Eros Airport,-22.6122,17.0804,2
Erzincan,39.710203,39.527003,1
Erzurum,39.956501,41.170166,2
Es Senia,35.623858,-0.621183,26
Esenboga,40.128082,32.995083,42
Esfahan Shahid Beheshti Intl,32.750836,51.861267,14
Esperance Airport,-33.6844,121.823,1
Esquel,-42.90795,-71.139472,1
EuroAirport Basel-Mulhouse-Freiburg,47.59,7.529167,74
Evansville Regional,38.036997,-87.532364,3
Evenes,68.4913,16.678108,5
Exeter,50.734444,-3.413889,19
Exuma Intl,23.562631,-75.877958,2
Faa\\'a International,-17.556667,-149.611389,26
Fabio Alberto Leon Bentley,1.253664,-70.233878,1
Fairbanks Intl,64.815114,-147.856267,22
Fairmont Hot Springs,64.193333,-83.359444,3
Fak Fak,-2.920192,132.267031,2
Fakarava,-16.05415,-145.656994,1
Falconara,43.616389,13.362222,5
Faleolo Intl,-13.829969,-172.008336,1
Falls Intl,48.566186,-93.403067,1
Faro,37.014425,-7.965911,85
Fascene,-13.312067,48.314822,1
Fatmawati Soekarno,-3.8637,102.339036,1
Fayetteville Regional Grannis Field,34.9912,-78.8803,2
Fera/Maringe Airport,-8.1075,159.577,1
Fergana Airport,40.3588,71.745,3
Ferihegy,47.436933,19.255592,58
Fernando De Noronha,-3.854928,-32.423336,1
Firenze,43.809953,11.2051,33
Fiumicino,41.804475,12.250797,239
Flamingo,12.131044,-68.268511,3
Flesland,60.293386,5.218142,52
Flin Flon,54.678055,-101.681667,2
Flores,39.455272,-31.131361,3
Floro,61.583611,5.024722,4
Ford Airport,45.8183611,-88.1145556,1
Forde Bringeland,61.392,5.763,1
Fort Albany Airport,52.2014,-81.6969,1
Fort Chipewyan,58.767223,-111.117222,1
Fort Frances Municipal Airport,48.6542,-93.4397,1
Fort Good Hope,66.26666667,-128.65,1
Fort Hope Airport,51.5619,-87.9078,2
Fort Lauderdale Hollywood Intl,26.072583,-80.15275,161
Fort Mcmurray,56.653333,-111.221944,8
Fort Nelson,58.836389,-122.596944,2
Fort Severn Airport,56.0189,-87.6761,2
Fort Smith,60.020278,-111.961944,3
Fort St John,56.238056,-120.740278,3
Fort Wayne,40.978472,-85.195139,8
Fort Yukon,66.571492,-145.250417,3
Four Corners Rgnl,36.74125,-108.229944,6
Francisco Bangoy International,7.125522,125.645778,9
Francisco C Ada Saipan Intl,15.119003,145.729356,5
Francisco De Orellana,-0.462886,-76.986842,1
Francistown,-21.159597,27.474525,1
Frank Pais Intl,20.785589,-76.315108,4
Frankfurt Hahn,49.948672,7.263892,45
Frankfurt Main,50.026421,8.543125,397
Franklin,41.377874,-79.860362,1
Frans Kaisiepo,-1.190017,136.107997,2
Franz Josef Strauss,48.353783,11.786086,291
Fredericton,45.868889,-66.537222,3
Freetown Lungi,8.616444,-13.195489,10
Fresno Yosemite Intl,36.776194,-119.71814,11
Friday Harbor Seaplane Base,48.537222,-123.009722,1
Friedrichshafen,47.671317,9.511486,7
Fua Amotu Intl,-21.241214,-175.149644,2
Fuerteventura,28.452717,-13.863761,72
Fukue,32.666269,128.832808,2
Fukuoka,33.585942,130.450686,51
Fukushima Airport,37.2274,140.431,1
Futuna Airport,-19.5164,170.232,1
Fuyang Airport,32.9,115.816667,4
Gabes,33.876919,10.103333,1
Gafsa,34.422022,8.822503,1
Gainesville Rgnl,29.690056,-82.271778,4
Galcaio Airport,6.78083,47.4547,2
Galeao Antonio Carlos Jobim,-22.808903,-43.243647,71
Gallatin Field,45.777643,-111.160151,3
Gallivare,67.132408,20.814636,3
Gamal Abdel Nasser Airport,31.861,23.907,2
Gambell Airport,63.7668,-171.733,2
Gambella,8.128764,34.563131,1
Gan Island Airport,-0.693342,73.1556,2
Gander Intl,48.936944,-54.568056,2
Ganja Airport,40.7377,46.3176,1
Gannan,34.4909,102.3719,1
Ganzhou Airport,25.8258,114.912,6
Gaoqi,24.544036,118.127739,194
Gardabya Airport,31.0635,16.595,1
Gardermoen,60.193917,11.100361,146
Garons,43.757444,4.416347,3
Garoua,9.335892,13.370103,1
Gaspe,48.775278,-64.478611,1
Gassim,26.302822,43.773911,3
Gatwick,51.148056,-0.190278,309
Gaua Island Airport,-14.2181,167.587,2
Gazipasa Airport,36.2993,32.3014,1
General Abelardo L Rodriguez Intl,32.541064,-116.970158,37
General Bartolome Salom Intl,10.4805,-68.073025,1
General Edward Lawrence Logan Intl,42.364347,-71.005181,178
General Francisco J Mujica Intl,19.849944,-101.0255,3
General Francisco Javier Mina Intl,22.29645,-97.865931,3
General Heriberto Jara Intl,19.145931,-96.187267,9
General Ignacio P Garcia Intl,29.095858,-111.047858,18
General Jose Antonio Anzoategui Intl,10.107139,-64.689161,7
General Juan N Alvarez Intl,16.757061,-99.753953,2
General Leobardo C Ruiz Intl,22.897112,-102.68689,2
General Lucio Blanco Intl,26.008908,-98.228513,4
General Manuel Carlos Piar,8.288528,-62.760361,7
General Manuel Marquez De Leon Intl,24.072694,-110.362475,6
General Mariano Escobedo Intl,25.778489,-100.106878,59
General Mitchell Intl,42.947222,-87.896583,53
General R Fierro Villalobos Intl,28.702875,-105.964567,9
General Rafael Buelna Intl,23.161356,-106.266072,8
General Rivadeneira Airport,0.978519,-79.6266,2
General Rodolfo Sanchez Taboada Intl,32.630634,-115.241637,2
General Santos International Airport,6.106439,125.2353,2
Geneve Cointrin,46.238064,6.10895,112
Genova Sestri,44.413333,8.8375,9
George,-34.005553,22.378889,2
George Bush Intercontinental,29.984433,-95.341442,211
George F L Charles,14.020228,-60.992936,5
Gerald R Ford Intl,42.880833,-85.522806,19
Gerrard Smith Intl,19.686981,-79.882789,1
Gheshm Airport,26.9487,56.2688,3
Ghriss,35.207725,0.147142,1
Gibraltar,36.151219,-5.349664,2
Gillam Airport,56.3575,-94.7106,1
Gillette-Campbell County Airport,44.3489167,-105.5393611,1
Gimhae Intl,35.179528,128.938222,56
Gimpo,37.558311,126.790586,25
Girona,41.900969,2.760547,45
Girua Airport,-8.80454,148.309,3
Gisborne,-38.663333,177.978333,1
Gjoa Haven,68.635556,-95.849722,2
Glacier Park Intl,48.310472,-114.256,1
Gladstone Airport,-23.8697,151.223,2
Glasgow,55.871944,-4.433056,74
Gnassingbe Eyadema Intl,6.165611,1.254511,12
Goa,15.380833,73.831422,20
Godofredo P,11.9214999,121.953,1
Goiabeiras,-20.258056,-40.286389,12
Gold Coast,-28.164444,153.504722,19
Goleniow,53.584731,14.902206,3
Golmud Airport,34.633,98.867,1
Goloson Intl,15.742481,-86.853036,6
Golovin Airport,64.550556,-163.007222,2
Goma,-1.670814,29.238464,2
Gondar,12.5199,37.434047,1
Goose Bay,53.319168,-60.425833,12
Gorgan Airport,36.909381,54.401339,3
Goroka,-6.081689,145.391881,3
Gove Airport,-12.2694,136.818,2
Governador Jorge Teixeira De Oliveira,-8.709294,-63.902281,5
Gran Canaria,27.931886,-15.386586,118
Granada,37.188731,-3.777356,5
Grand Bahama Intl,26.558686,-78.695553,8
Grand Forks Intl,47.949256,-97.176111,2
Grand Junction Regional,39.122413,-108.526735,3
Grande Prairie,55.179722,-118.885,2
Grantley Adams Intl,13.074603,-59.492456,11
Grayling Airport,62.894444,-160.065,1
Graz,46.991067,15.439628,13
Great Falls Intl,47.482,-111.370689,3
Greater Moncton Intl,46.112221,-64.678611,5
Greater Rochester Intl,43.118866,-77.672389,19
Greenville-Spartanburg International,34.895556,-82.218889,18
Gregorio Luperon Intl,19.7579,-70.570033,4
Griffith Airport,-34.2508,146.067,1
Groote Eylandt Airport,-13.975,136.46,2
Guam Intl,13.48345,144.795983,25
Guanajuato Intl,20.993464,-101.480847,7
Guangyuan Airport,32.3911,105.702,6
Guararapes Gilberto Freyre Intl,-8.126794,-34.923039,27
Guarulhos Gov Andre Franco Montouro,-23.432075,-46.469511,151
Guernsey,49.434956,-2.601969,14
Guipavas,48.447911,-4.418539,6
Gulfport-Biloxi,30.407278,-89.070111,2
Gumrak,48.782528,44.345544,4
Guriat,31.411942,37.279469,1
Gurney Airport,-10.3115,150.334,4
Gustavo Rojas Pinilla,12.583594,-81.711192,7
Gustavus Airport,58.4253,-135.707,1
Gwadar,25.233308,62.329494,2
Gwangju,35.126389,126.808889,2
H Hasan Aroeboesman,-8.849294,121.660644,2
Habib Bourguiba Intl,35.758056,10.754722,10
Hagfors Airport,60.020064,13.578908,1
Haifa,32.809444,35.043056,1
Hail,27.437917,41.686292,2
Haines Airport,59.2438,-135.524,2
Hakodate,41.77,140.821944,5
Halifax Intl,44.880833,-63.50861,30
Hall Beach,68.776111,-81.243611,2
Halmstad,56.691128,12.820211,2
Hamburg,53.630389,9.988228,119
Hami Airport,42.8414,93.6692,5
Hamilton,-37.866661,175.332056,3
Hamilton,43.173611,-79.935,3
Hamilton Island Airport,-20.3581,148.952,4
Hammerfest Airport,70.679722,23.668889,6
Hanamaki,39.428611,141.135278,2
Hang Nadim,1.121028,104.118753,21
Hanimaadhoo Airport,6.74423,73.1705,1
Hannover,52.461056,9.685078,52
Hao,-18.074814,-140.945886,1
Harare Intl,-17.931806,31.092847,10
Harrisburg Intl,40.193494,-76.763403,10
Harrison Marion Regional Airport,39.2966,-80.2281,1
Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,878
Hasanuddin,-5.061631,119.554042,48
Hassan I Airport,27.1517,-13.2192,1
Hassi R Mel,32.930431,3.311542,1
Hasvik,70.486675,22.139744,1
Hat Yai Intl,6.933206,100.392975,1
Hatay Airport,36.362778,36.282222,6
Hato,12.188853,-68.959803,16
Havre Saint-Pierre Airport,50.281944,-63.611389,1
Hawarden,53.178056,-2.977778,1
Hay River,60.839722,-115.782778,1
Heathrow,51.4775,-0.461389,441
Hebei Handan Airport,36.524,114.43,2
Hector International Airport,46.92065,-96.8157639,8
Hector Silva Airstrip,17.269444,-88.776111,4
Heho,20.747036,96.792044,4
Heihe Airport,50.25,127.3,1
Heilongjiang Mohe Airport,52.915,122.427,1
Helena Rgnl,46.606806,-111.98275,2
Helsinki Vantaa,60.317222,24.963333,127
Henri Coanda,44.572161,26.102178,73
Henry E Rohlsen,17.701889,-64.798556,3
Herat,34.210017,62.2283,2
Hercilio Luz,-27.670489,-48.547181,15
Heringsdorf Airport,53.878706,14.152347,4
Hermanos Serdan Intl,19.158144,-98.371447,2
Hewanorra Intl,13.733194,-60.952597,8
Heydar Aliyev,40.4675,50.046667,35
Hierro,27.814847,-17.887056,2
High Level,58.621389,-117.164722,1
Hilo Intl,19.721375,-155.048469,1
Hilton Head,32.216,-80.752,2
Hiroshima,34.436111,132.919444,9
Hiva Oa-Atuona Airport,-9.768794,-139.011256,3
Hobart,-42.836111,147.510278,5
Hodeidah Intl,14.753,42.976336,3
Hoedspruit Afb,-24.368642,31.048744,1
Hollis Seaplane Base,55.481667,-132.646111,3
Holy Cross Airport,62.1883,-159.775,1
Hong Kong Intl,22.308919,113.914603,272
Hongqiao Intl,31.197875,121.336319,179
Honiara International,-9.428,160.054789,20
Honolulu Intl,21.318681,-157.922428,92
Hoonah Airport,58.096111,-135.409722,1
Hooper Bay Airport,61.5239,-166.147,1
Hopedale Airport,55.4483,-60.2286,2
Horta,38.519894,-28.715872,3
Houari Boumediene,36.691014,3.215408,66
Hovden,62.18,6.0742,3
Hoybuktmoen,69.725781,29.891295,4
Huahine,-16.687242,-151.021667,3
Huai An Lianshui Airport,33.7772,119.1478,8
Hualien,24.023725,121.616906,1
Huambo,-12.808878,15.760547,2
Huanghua,28.189158,113.219633,157
Huangyan Luqiao Airport,28.5622,121.429,9
Hubli Airport,15.3617,75.0849,1
Hughes Airport,66.039167,-154.264722,1
Humberside,53.574444,-0.350833,1
Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556,10
Hurghada Intl,27.178317,33.799436,23
Husein Sastranegara,-6.900625,107.576294,13
Huslia Airport,65.697778,-156.351389,3
Hyakuri,36.181083,140.415444,3
Hyderabad,17.453117,78.467586,54
Iasi,47.178492,27.620631,9
Ibiza,38.872858,1.373117,79
Ibn Batouta,35.726917,-5.916889,13
Idaho Falls Rgnl,43.514556,-112.07075,1
Igdir,39.983056,43.866389,1
Igloolik Airport,69.3647,-81.8161,3
Ignacio Agramonte Intl,21.420428,-77.847433,2
Ignatyevo,50.425394,127.412478,2
Iles De La Madeleine,47.424721,-61.778056,1
Ilheus,-14.815964,-39.033197,5
Iloilo,10.713044,122.545297,7
Ilulissat,69.23444,-51.05111,4
Imam Khomeini,35.416111,51.152222,39
Imo Airport,5.42706,7.20603,1
Imperial Co,32.834219,-115.578744,1
Imphal,24.75995,93.896697,5
In Amenas,28.05155,9.642911,1
In Salah,27.251022,2.512017,1
Incheon Intl,37.469075,126.450517,304
Indianapolis Intl,39.717331,-86.294383,54
Indira Gandhi Intl,28.5665,77.103088,205
Inezgane,30.381353,-9.546311,16
Inhambane,-23.876431,35.408544,2
Innsbruck,47.260219,11.343964,2
Inukjuak Airport,58.4719,-78.0769,2
Inuvik Mike Zubko,68.304167,-133.482778,4
Invercargill,-46.412408,168.312992,1
Inverness,57.5425,-4.0475,9
Ioannis Kapodistrias Intl,39.601944,19.911667,34
Ipota Airport,-18.8783,169.308,2
Iqaluit,63.75639,-68.555832,15
Ireland West Knock,53.910297,-8.8184920000000009,12
Irkutsk,52.268028,104.388975,29
Ishigaki,24.344525,124.186983,8
Iskandar,-2.705197,111.673208,6
Isle Of Man,54.083333,-4.623889,6
ISLES OF SCILLY,49.919,-6.3075,2
Ivato,-18.79695,47.478806,18
Ivujivik Airport,62.4173,-77.9253,1
Ixtapa Zihuatanejo Intl,17.601569,-101.460536,2
Izhevsk Airport,56.8281,53.4575,2
J M Nkomo Intl,-20.017431,28.617869,2
Jabalpur,23.177817,80.052047,1
Jackson Evers Intl,32.311167,-90.075889,8
Jacksonville Intl,30.494056,-81.687861,32
JAGS McCartney International Airport,21.4445,-71.1423,2
Jaipur,26.824192,75.812161,7
Jalaluddin,0.637119,122.849858,1
James M Cox Dayton Intl,39.902375,-84.219375,23
Jammu,32.689142,74.837389,6
Jasionka,50.109958,22.019,7
Jefman,-0.926358,131.121194,5
Jeju Intl,33.511306,126.493028,41
Jerez,36.744622,-6.060111,14
Jersey,49.207947,-2.195508,28
Jesus Teran Intl,21.705558,-102.317858,3
Jiagedaqi Airport,50.375,124.117,1
Jiamusi Airport,46.843394,130.465389,1
Jiangbei,29.719217,106.641678,231
Jiayuguan Airport,39.8569,98.3414,2
Jijiga Airport,9.359722,42.7875,2
Jimma,7.666094,36.816639,1
Jinan,36.857214,117.215992,114
Jing Gang Shan Airport,26.8997,114.7375,3
Jingdezhen Airport,29.3386,117.176,13
Jinghong,21.973914,100.759611,12
Jining Airport ,35.417,116.533,5
Jinnah Intl,24.906547,67.160797,42
Jiujiang Lushan Airport,29.733,115.983,2
Jiuzhaigou Huanglong,32.857,103.683,8
Jixi Airport,45.30611,130.99667,1
Joacaba Airport,-27.172778,-51.500833,2
Jodhpur,26.251092,73.048869,3
Johan A Pengel Intl,5.452831,-55.187783,6
Johannesburg Intl,-26.139166,28.246,110
John F Kennedy Intl,40.639751,-73.778925,382
John Murtha Johnstown-Cambria County Airport,40.316111,-78.833889,1
John Wayne Arpt Orange Co,33.675667,-117.868222,29
Jomo Kenyatta International,-1.319167,36.9275,91
Jonkoping,57.757594,14.068731,1
Jorge Chavez Intl,-12.021889,-77.114319,89
Jorge Wilsterman,-17.421058,-66.177114,5
Jose Joaquin De Olmedo Intl,-2.157419,-79.883558,25
Jose Maria Cordova,6.164536,-75.423119,17
Jose Marti Intl,22.989153,-82.409086,24
Juan Gualberto Gomez Intl,23.034445,-81.435278,5
Juan Manuel Galvez Intl,16.316814,-86.522961,6
Juan Pablo Pérez Alfonso Airport,8.6241,-71.672819,1
Juan Santamaria Intl,9.993861,-84.208806,55
Juana Azurduy De Padilla,-19.007083,-65.288747,4
Juanda,-7.379831,112.786858,48
Juba,4.872006,31.601117,2
Jujuy,-24.392778,-65.097778,1
Julia Creek Airport,-20.6683,141.723,1
Juliaca,-15.467103,-70.158169,2
Juneau Intl,58.354972,-134.576278,14
Juwata,3.326694,117.565569,3
Jyvaskyla,62.399453,25.678253,1
Kaadedhdhoo,0.4880555,72.995556,1
Kabul Intl,34.565853,69.212328,17
Kadala,52.026317,113.305556,3
Kadhdhoo Airport,1.85917,73.5219,1
Kagau Island Airport,-7.333,157.583,1
Kagoshima,31.803397,130.719408,8
Kahramanmaras Airport,37.539,36.9534,1
Kahului,20.89865,-156.430458,31
Kaimana,-3.644517,133.695553,2
Kalamata,37.068319,22.025525,2
Kalamazoo,42.234875,-85.552058,2
Kalgoorlie Boulder,-30.789444,121.461667,2
Kalibo,11.679431,122.376294,10
Kallax,65.543758,22.121989,2
Kalskag Airport,61.5363,-160.341,2
Kaltag Airport,64.3191,-158.741,1
Kalymnos Island,36.963333,26.940556,4
Kamloops,50.702222,-120.444444,2
Kamuzu Intl,-13.789378,33.781,6
Kananga,-5.900055,22.469166,2
Kandahar,31.505756,65.847822,2
Kangiqsujuaq - Wakeham Bay Airport,61.588611,-71.929444,1
Kangirsuk Airport,60.0272,-69.9992,2
Kansai,34.4347222,135.244167,101
Kansas City Intl,39.297606,-94.713905,67
Kaohsiung Intl,22.577094,120.350006,43
Kapalua,20.962936,-156.673031,1
Kapuskasing,49.413889,-82.4675,1
Karlovy Vary,50.202978,12.914983,2
Karmoy,59.345267,5.208364,7
Karpathos,35.421408,27.146008,4
Karratha,-20.712222,116.773333,4
Kars Airport,40.562222,43.115002,2
Karshi Khanabad Airport,38.8336,65.9215,2
Kasabonika Airport,53.5247,-88.6428,1
Kasane,-17.832875,25.1624,2
Kashechewan Airport,52.2825,-81.6778,1
Kashi,39.542922,76.019956,4
Kasos,35.421358,26.910047,2
Kassel Calden,51.408394,9.377631,1
Kastrup,55.617917,12.655972,168
Katima Mulilo Airport,-17.6344,24.1767,1
Kaunas Intl,54.963919,24.084778,18
Kavieng Airport,-2.5794,150.808,2
Kazan,55.606186,49.278728,13
Keflavik International Airport,63.985,-22.605556,37
Kegaska Airport,50.195833,-61.265833,1
Kelowna,49.956112,-119.377778,7
Kenmore Air Harbor Seaplane Base,47.629,-122.339,2
Kenora,49.788334,-94.363056,2
Kerman,30.274444,56.951111,2
Kerry,52.180878,-9.523783,4
Ketchikan Intl,55.355556,-131.71375,15
Key West Intl,24.556111,-81.759556,7
Khanty Mansiysk Airport,61.028479,69.086067,5
Khartoum,15.589497,32.553161,22
Khomutovo,46.888672,142.717531,11
Khrabrovo,54.89005,20.592633,4
Khudzhand Airport,40.2154,69.6947,25
Kigali Intl,-1.968628,30.13945,25
Kilimanjaro Intl,-3.429406,37.074461,7
Kimbe Airport,-5.46217,150.405,4
Kimberley,-28.802834,24.765167,1
Kindu,-2.919178,25.915361,1
King Abdulaziz Intl,21.679564,39.156536,139
King Abdullah Bin Abdulaziz,16.901111,42.585833,4
King Fahd Intl,26.471161,49.79789,50
King Khaled Intl,24.95764,46.698776,99
King Salmon,58.676778,-156.649278,4
Kingfisher Lake Airport,53.0125,-89.8553,1
Kingman Airport,35.2595,-113.938,1
Kipnuk Airport,59.933056,-164.030556,1
Kirkwall,58.957778,-2.905,9
Kisangani Simisini,0.5175,25.155014,1
Kish Island,26.526156,53.980211,11
Kisumu,-0.086139,34.728892,1
Kiunga Airport,-6.12571,141.282,3
Kivalina Airport,67.7362,-164.563,1
Kjaerstad,65.783997,13.214914,4
Kjevik,58.204214,8.085369,5
Klamath Falls Airport,42.1561,-121.733,1
Knevichi,43.398953,132.148017,14
Kobe,34.632778,135.223889,9
Kobuk Airport,66.912222,-156.897222,2
Kochi,33.546111,133.669444,1
Kodiak,57.749967,-152.493856,7
Koggala Airport,5.99368,80.3203,1
Koln Bonn,50.865917,7.142744,108
Koltsovo,56.743108,60.802728,69
Komatsu,36.394611,136.406544,9
Kona Intl At Keahole,19.738767,-156.045631,12
Kongiganak Airport,59.960833,-162.881111,1
Konya,37.979,32.561861,1
Kooddoo,0.7308,73.433,1
Kopitnari,42.176653,42.482583,4
Korla Airport,41.6978,86.1289,3
Kos,36.793335,27.091667,30
Kosice,48.663055,21.241112,1
Kosrae,5.356975,162.958386,1
Kota Kinabalu Intl,5.937208,116.051181,34
Kotlik Airport,63.030556,-163.532778,2
Kotoka Intl,5.605186,-0.166786,27
Koumac,-20.546314,164.255625,1
Kowanyama Airport,-15.4856,141.751,1
Koyuk Alfred Adams Airport,64.939444,-161.154167,3
Krabi,8.095969,98.988764,3
Kramfors Solleftea,63.048597,17.768856,2
Kronoberg,56.929144,14.727994,1
Kruger Mpumalanga International Airport,-25.3832,31.1056,3
Kuala Lumpur Intl,2.745578,101.709917,194
Kuantan,3.775389,103.209056,3
Kuching Intl,1.484697,110.346933,19
Kudat Airport,6.9225,116.836,1
Kufra,24.178728,23.313958,1
Kugluktuk,67.816667,-115.143889,3
Kuito,-12.404633,16.947414,1
Kulob Airport,37.981667,69.799444,4
Kulusuk,65.566667,-37.1166667,3
Kumamoto,32.837319,130.85505,5
Kununurra,-15.778056,128.7075,4
Kurumoch,53.5,50.15,13
Kushiro Airport,43.041,144.193,1
Kuujjuaq,58.096111,-68.426944,8
Kuujjuarapik Airport,55.2819,-77.7653,5
Kuwait Intl,29.226567,47.968928,78
Kvernberget,63.111781,7.824522,4
Kwethluk Airport,60.790278,-161.443611,1
Kwigillingok Airport,59.876389,-163.168611,2
Kzyl-Orda,44.709,65.591,2
La Abraq Airport,32.788673,21.964333,1
La Aurora,14.583272,-90.527475,21
La Chinita Intl,10.558208,-71.727856,5
La Chorrera Airport,-0.733333,-73.016667,1
La Florida,-29.916233,-71.199522,5
La Garenne,44.174721,0.590556,1
La Grande Riviere,53.625278,-77.704167,2
La Guardia,40.777245,-73.872608,143
La Managua,9.443164,-84.129772,1
La Mesa Intl,15.452639,-87.923556,11
La Palma,28.626478,-17.755611,2
La Roche,45.150833,1.469167,1
La Rochelle-Ile de Re,46.1792,-1.19528,6
La Tabatière Airport,50.8308,-58.9756,1
La Tontouta,-22.014553,166.212972,9
Laage,53.918167,12.278333,2
Labasa Airport,-16.466749,179.33986,1
Labuan,5.300683,115.250181,2
Laishan,37.401667,121.371667,45
Lajes,38.761842,-27.090797,7
Lalibella,11.975014,38.979969,2
Lamap Airport,-16.454,167.823,1
Lambert St Louis Intl,38.748697,-90.370028,98
Lamen Bay Airport,-16.5842,168.159,1
Lamezia Terme,38.905394,16.242269,15
Lampedusa,35.497914,12.618083,1
Lanai,20.785611,-156.951419,1
Landvetter,57.662836,12.279819,26
Langkawi Intl,6.329728,99.728667,9
Langnes,69.683333,18.918919,21
Lankaran International Airport,38.746389,48.817778,1
Lansdowne House Airport,52.1956,-87.9342,1
Lanseria,-25.938514,27.926133,1
Lanzarote,28.945464,-13.605225,92
Lanzhou Airport,36.117,103.617,67
Lappeenranta,61.044553,28.144397,2
Lar Airport,27.674725,54.383278,3
Larnaca,34.875117,33.62485,44
Las Americas Intl,18.429664,-69.668925,24
Launceston,-41.545278,147.214167,4
Lauro Carneiro De Loyola,-26.224453,-48.797364,2
Lauro Kurtz,-28.243989,-52.326558,2
Lawas Airport,4.84917,115.408,2
Lawica,52.421031,16.826325,15
